strain,Gene,ratio_result_nq:06_12_12_12:0428-0027:0.022806:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_14_46:0986-0033:0.035816:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_21_63:0329-0187a:0.002197:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_18_94:0109-0187:0.0424:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_24_30:0443-0269:0.128823:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_06_64:0850-0284:0.11164:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_23_23:0850-0259:0.0409225:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_12_04_5-5:3492-0019:0.172:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_01_10_6-21:1315-0399:0.119:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_03_25_8-53:0958-0254:0.0926:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_06_04_9-84:1120-0002:2.07:uM::::5_20:heho_060929_012807:YPD pH7,essential,zygosity
YBL041W,PRE7,-0.326889,0.0999981,0.118763,-0.0412044,0.017786,-0.128664,0.0682932,0.033508,0.184526,-0.0369745,-0.640011,yes,het
YBL042C,FUI1,0.242492,0.336986,0.302613,0.650588,0.189244,0.675995,0.0234758,0.180392,0.0763194,0.74621,1.18844,no,hom
YBL043W,ECM13,-0.0533103,-0.103083,-0.0305732,-0.06281,-0.0230309,0.013876,0.0144592,0.0513956,0.00980363,0.0569608,-0.153422,no,hom
YBL044W,YBL044W,-0.0623624,-0.0665998,0.0270184,-0.0426783,-0.0805705,-0.137527,0.110368,0.0159216,0.0207327,0.0980418,-0.112949,no,hom
YBL045C,COR1,-1.29891,0.33692,0.314753,0.469548,-0.0114764,0.112382,0.275224,,-0.828482,,,no,hom
YBL046W,PSY4,0.147976,0.28039,0.0896944,-0.135579,0.106212,-0.0605854,0.039408,1.07588,-0.00799723,-0.212534,0.182888,no,hom
YBL047C,EDE1,-0.377276,-0.574978,-0.372086,-0.227359,-0.595618,-0.120764,0.873711,-0.64296,0.349519,-0.489183,-0.332705,no,hom
YBL048W,YBL048W,-0.0755418,-0.15735,-0.0915489,0.0733052,-0.0370819,0.0749846,-0.175231,0.134274,-0.0107178,0.00346129,-0.383827,no,hom
YBL049W,MOH1,0.124604,0.204805,0.178951,-0.162966,-0.0107003,-0.208808,0.113114,-0.193747,0.459999,0.0496205,0.121397,no,hom
YBL050W,SEC17,0.0641911,-0.0369643,-0.0645539,0.070553,-0.000659283,0.0580057,0.357522,0.125126,-0.121167,-0.106977,0.349695,yes,het
YBL051C,PIN4,-0.0154303,0.101527,-0.0788809,-0.150614,-0.0327288,-0.14537,-0.203839,0.702782,-0.0216241,-0.132525,0.243905,no,hom
YBL052C,SAS3,0.0283772,0.0236898,0.0298835,0.0637744,-0.0618505,0.165382,-0.160289,-0.0314506,-0.0193064,-0.078609,0.0220116,no,hom
YBL053W,YBL053W,-0.0400791,-0.0342359,-0.0506057,0.118335,-0.0352538,0.0134636,-0.151214,0.0789118,0.102375,0.0422147,-0.107158,no,hom
YBL054W,YBL054W,-0.0256373,-0.0610504,0.0132051,-0.0182144,0.000386853,0.00508331,-0.0363644,0.23189,0.103963,-0.0380957,0.0664516,no,hom
YBL055C,YBL055C,0.106968,-0.0283309,0.030562,-0.0278362,-0.0581331,-0.185015,0.0184792,-0.0572049,-0.0467532,-0.00571102,0.0814305,no,hom
YBL056W,PTC3,-0.146916,0.0354423,-0.211203,-0.199812,-0.0295013,0.07978,-0.128043,-0.305489,-0.081343,0.00619456,-0.0549793,no,hom
YBL057C,PTH2,-0.027822,0.104135,-0.165512,-0.0367728,-0.0882907,-0.0472517,-0.214874,-0.155158,-0.00792277,-0.181474,-0.00285907,no,hom
YBL058W,SHP1,,,,,-0.466476,-0.209788,-0.80474,,,,,no,hom
YBL059W,YBL059W,-0.075024,-0.29668,0.0437275,0.10583,0.0957376,0.175337,-0.322038,0.0364105,0.248014,-0.0369128,0.0732379,no,hom
YBL060W,YEL1,-0.247579,0.00832605,-0.154787,-0.295671,-0.249411,-0.0132015,-0.0480293,-0.154112,-0.124249,-0.167594,-0.0897476,no,hom
YBL061C,SKT5,-0.353181,0.199455,-0.404041,-0.618206,-0.0847585,8.49E-05,2.49896,0.326501,-0.207392,0.133703,0.155358,no,hom
YBL062W,YBL062W,-0.239099,-0.298243,-0.348559,-0.643417,-0.222099,-0.247713,2.55874,0.375484,-0.134297,-0.186036,-0.435051,no,hom
YBL063W,KIP1,-0.119023,0.00620907,-0.0013947,-0.0745149,-0.0765217,0.0696624,0.0381761,0.0307642,-0.0451834,-0.0434171,-0.0321323,no,hom
YBL064C,PRX1,0.0142956,-0.0702386,-0.048856,-0.0131237,0.00964567,-0.0440876,-0.0305331,-0.00308511,0.0581016,-0.0579828,-0.0538997,no,hom
YBL065W,YBL065W,-0.137874,0.113072,-0.241143,-0.327979,-0.0218917,-0.0421172,-0.00983346,-0.188184,0.135429,0.0787982,0.0553901,no,hom
YBL066C,SEF1,-0.102654,-0.152542,-0.0493747,0.0187037,0.107789,-0.055999,-0.0694107,0.023454,-0.0492506,-0.186313,-0.138302,no,hom
YBL067C,UBP13,0.263232,0.270928,0.24693,0.0789339,0.067371,0.152259,0.260391,0.701901,0.149216,0.0350577,0.099071,no,hom
YBL068W,PRS4,-0.0347507,0.0311867,0.0513625,-0.0317666,0.0980509,-0.0915316,-0.115513,-0.0587127,0.0111718,-0.0293917,-0.018903,no,hom
YBL069W,AST1,-0.147724,-0.00301584,-0.137309,0.00514937,0.111188,-0.0404901,-0.122127,-0.0215323,-0.013864,-0.254569,-0.217328,no,hom
YBL070C,YBL070C,-0.0665308,-0.206617,-0.108423,-0.0691232,-0.201416,-0.125397,-0.320209,-0.0737922,0.0724583,-0.364345,-0.0957013,no,hom
YBL071C,YBL071C,-0.469395,-0.156117,-0.393407,-0.448478,0.120555,-0.407308,-0.605145,0.10546,0.0111972,-0.204699,-0.159294,no,hom
YBL071C-B,YBL071C-B,-0.604837,0.501366,-0.297367,-0.330097,-0.223485,-0.398641,-0.987334,-0.236958,-0.145836,-0.101015,-0.496321,no,hom
YBL071W-A,KTI11,-0.511289,0.432093,-0.333441,-0.474886,-0.0878749,-0.206401,0.0534258,-0.213601,-0.384112,-0.383922,0.0157148,no,hom
YBL072C,RPS8A,-0.308418,-0.19407,0.208111,-0.14564,-0.299807,-0.371582,-0.729013,-0.000259154,-0.241039,0.753386,0.288163,no,hom
YBL073W,YBL073W,0.303788,0.0850621,-0.0447189,0.0589846,0.0285233,-0.206292,0.852864,-0.186836,0.0276092,-0.109646,0.0900006,yes,het
YBL074C,AAR2,-0.01391,-0.0749734,0.031657,0.177211,0.0547162,-0.0618774,0.274311,-0.0282304,-0.0467867,-0.0980139,0.118469,yes,het
YBL075C,SSA3,-0.188546,-0.319575,-0.159718,0.038511,-0.158208,-0.422136,-0.154159,-0.019761,0.303991,-0.0149422,-0.230475,no,hom
YBL076C,ILS1,-0.0256951,0.138706,-0.0126645,0.295506,-0.0552865,0.141745,-0.254298,0.173774,-0.0942861,0.0697564,0.570571,yes,het
YBL077W,YBL077W,0.493192,0.0947766,-0.0535589,-0.0217279,0.0804908,-0.0579202,0.309903,0.0636024,-0.0643075,0.075241,0.462939,yes,het
YBL078C,ATG8,0.375805,0.289897,0.224348,0.113102,0.362265,-0.0564806,0.0300521,-0.311838,0.0103808,-0.39107,-0.35075,no,hom
YBL079W,NUP170,-0.213136,-0.12041,0.140905,-0.0105846,-0.0314605,-0.166594,-0.15107,0.911808,-0.134668,-0.150327,-0.0315053,no,hom
YBL080C,PET112,-0.369942,-0.229234,0.0126313,0.289893,0.0510791,0.0229541,-0.216654,-0.427991,-0.195197,-0.110987,-0.424874,no,hom
YBL081W,YBL081W,-0.432547,-0.100361,-0.18653,-0.424541,-0.255687,-0.0161876,0.120926,-0.0819285,0.0603575,-0.0172347,-0.0370689,no,hom
YBL082C,ALG3,0.0424802,0.162291,0.0272983,0.0879009,0.111215,0.0201712,-0.296257,0.255724,-0.0361269,0.0963939,-0.0140297,no,hom
YBL083C,YBL083C,-0.0836156,0.353638,0.225687,0.170549,0.122789,0.24406,-0.385283,0.960806,0.178652,0.148731,-0.243423,no,hom
YBL084C,CDC27,0.0499289,-0.0467249,-0.0162144,-0.11236,-0.00684791,0.208185,-0.342552,0.0483067,-0.0915653,-0.0137637,0.141265,yes,het
YBL085W,BOI1,-0.121847,0.110965,4.76E-05,-0.274066,-0.1526,0.0803508,-0.0486467,0.317941,-0.0443155,0.17488,-0.136546,no,hom
YBL086C,YBL086C,-0.118085,-0.0571983,-0.0493146,-0.0680043,-0.136325,-0.0381444,-0.05523,0.536816,-0.0248803,-0.12813,-0.0665552,no,hom
YBL087C,RPL23A,-0.575217,-0.395446,-0.313796,-0.264012,-0.0671669,-0.243028,-0.834922,-0.710192,0.0635923,-0.374823,0.56732,no,hom
YBL088C,TEL1,-0.0843866,-0.123808,-0.0342426,-0.00604635,0.0457769,0.141543,-0.0541495,-0.0988684,-0.0748592,0.0937493,0.169757,no,hom
YBL089W,AVT5,-0.0895338,0.0180905,-0.058509,0.0337757,0.0412251,0.0488371,0.566401,-0.0269683,-0.256416,-0.235293,0.0399575,no,hom
YBL090W,MRP21,-0.300427,0.137114,-0.0673323,0.245803,-0.116605,0.100824,0.184227,-0.373134,-0.0762225,-0.239325,-0.147523,no,hom
YBL091C,MAP2,-0.116552,-0.403662,-0.264621,-0.180411,0.194318,0.145283,-0.375534,-0.169033,0.158645,-0.0134553,0.130362,no,hom
YBL091C-A,SCS22,,,,,,,,,,,,no,hom
YBL091C-A,SCS22,0.312792,-0.253873,-0.186448,0.19942,0.0911094,-0.187867,-0.0249488,0.438106,0.397417,-0.0113397,0.130962,no,hom
YBL092W,RPL32,1.28743,0.0122141,-0.189891,-0.0382751,0.043426,0.277648,2.28266,-0.329321,0.458745,0.0591984,-1.0341,yes,het
YBL093C,ROX3,-0.344906,-0.203585,0.220272,-0.0471437,-0.263122,0.696677,-0.536524,0.272315,-0.0759213,0.17751,0.07685,no,hom
YBL094C,YBL094C,-0.117076,-0.0517395,-0.0105926,-0.0945841,-0.0739786,-0.00380035,-0.0810107,0.534271,0.0341875,-0.1037,-0.00435109,no,hom
YBL095W,YBL095W,-0.54586,-0.29178,-0.228872,-0.448302,-0.164136,0.0192043,-0.282708,-0.205065,-0.200019,-0.0517313,-0.0245138,no,hom
YBL096C,YBL096C,-0.00343793,-0.247081,-0.129333,0.0631589,-0.107187,-0.144074,0.0642202,-0.376537,0.333876,0.262301,-0.124404,no,hom
YBL097W,BRN1,-0.0111808,0.00715621,-0.0121249,-0.126013,0.0664582,-0.0297547,0.13563,0.343251,-0.0663931,-0.065884,-0.00172694,yes,het
YBL098W,BNA4,-0.224613,0.0266899,-0.0277415,0.0748533,0.129276,0.142011,0.0469211,0.32655,-0.156378,-0.205653,0.157162,no,hom
YBL099W,ATP1,0.0683152,-0.381785,-0.699683,0.857839,0.257229,0.724843,-1.12399,,0.0309087,,,no,hom
YBL100C,YBL100C,,,,,,,,,,,,no,hom
YBL101C,ECM21,-0.488241,-0.481671,-0.414743,-0.992307,-0.0907791,-0.0193291,-0.703967,,,,,no,hom
YBL101W-C,YBL101W-C,-0.0562739,-0.0741164,-0.0936156,0.0930565,-0.112603,-0.0777502,0.454641,0.0591356,0.0286258,0.101422,-0.197582,,hom
YBL102W,SFT2,-0.12525,-0.194206,-0.277371,0.00378771,-0.131226,0.00747696,-0.0648313,-0.170889,-0.025631,0.471379,-0.18194,no,hom
YBL103C,RTG3,-0.191716,-0.100128,-0.118266,0.0573417,-0.0970251,-0.022384,-0.476486,-0.0683756,0.02586,-0.0813414,0.817216,no,hom
YBL104C,YBL104C,-0.263278,0.204328,-0.303305,0.163578,0.567532,0.17485,0.774484,-0.150198,-0.0239581,-0.239065,-0.0498513,no,hom
YBL104C,YBL104C,,,,,,,,,,,,no,hom
YBL105C,PKC1,3.34326,-0.27965,0.140396,0.291879,0.193929,0.718962,1.46595,1.09488,0.0536321,-0.0204839,2.94923,yes,het
YBL106C,SRO77,-0.280325,0.11014,-0.12965,-0.357139,0.229503,-0.559946,-0.601014,0.196563,0.333424,0.452495,0.0793869,no,hom
YBL107C,YBL107C,-0.141511,0.28666,0.210926,-0.346493,-0.117053,-0.353836,-0.675286,-0.830584,-0.158421,-0.653605,0.778413,no,hom
YBR001C,NTH2,0.0408934,-0.145747,-0.489155,0.624839,-0.246133,0.586886,0.621028,0.927342,0.0614975,1.09733,-0.658359,no,hom
YBR002C,RER2,-1.16263,-0.16324,-0.154107,1.33181,0.155213,-0.732065,-0.298244,-0.813377,-0.420637,-0.483005,-2.81584,yes,het
YBR003W,COQ1,-0.198251,-0.211165,0.100088,0.100638,0.0605406,-0.0932391,0.129251,-0.497739,0.109715,-0.30098,-0.102658,no,hom
YBR004C,GPI18,-1.23501,-1.08166,-0.452053,0.62092,0.272364,-0.216826,-1.22858,-1.5346,-0.299302,-1.16878,-3.26507,yes,het
YBR005W,RCR1,-0.34939,-0.522708,-0.687941,-0.237397,-0.0461785,-0.0623617,-0.740738,,,,-0.0849502,no,hom
YBR006W,UGA2,0.561756,0.0726235,-0.0369542,-0.312154,-0.334036,0.215524,-0.286694,-0.729848,-0.455846,0.404448,-0.894333,no,hom
YBR007C,DSF2,-0.0873885,-0.0803674,-0.0234709,0.665829,0.0103657,0.369591,-0.415363,0.00335059,-0.115844,0.0861136,-1.06401,no,hom
YBR008C,FLR1,-0.0682715,-0.140716,0.0119226,0.12701,0.195264,-0.230084,-0.12759,-0.422667,-0.0916416,0.0842201,0.323608,no,hom
YBR009C,HHF1,-0.578063,-0.569216,-0.202745,-0.0586238,-0.418714,0.0209319,-0.277209,-0.0848567,0.47868,,0.00128436,no,hom
YBR010W,HHT1,-0.164901,-0.0509141,-0.16262,-0.155219,-0.0609283,-0.0884249,0.16413,-0.186237,-0.0613222,-0.344878,-0.0538945,no,hom
YBR011C,IPP1,0.182261,0.194477,-0.0322312,-0.0431921,-0.0603348,0.140801,-0.0655698,0.025696,0.0142199,0.0495357,0.674196,yes,het
YBR012C,YBR012C,-0.585041,-0.677539,-0.618516,-0.312114,0.240177,0.108052,-0.368655,-0.0426161,-0.0691181,0.84279,0.235722,no,hom
YBR013C,YBR013C,0.317295,0.0893217,0.00364334,0.0371126,0.117454,0.585217,0.0954517,0.0995315,0.276811,0.267191,-0.539354,no,hom
YBR014C,GRX7,0.0390336,0.0596797,-0.1023,-0.0261203,-0.25324,-0.00565088,-0.02573,0.00448248,0.0501081,0.096055,-0.101245,no,hom
YBR015C,MNN2,-0.0162127,-0.0520418,-0.489679,0.499941,-0.0937995,0.43379,-0.23178,-0.398114,0.0966882,0.328366,0.00732562,no,hom
YBR016W,YBR016W,-0.367034,0.0282675,-0.236656,0.229887,0.0211417,-0.173457,-0.237894,0.474728,-0.235402,-0.227476,0.325541,no,hom
YBR017C,KAP104,-0.803593,0.0457146,-0.243801,-0.46313,-0.00608159,-0.0844431,-1.02976,0.932659,-0.453356,,,no,hom
YBR018C,GAL7,-0.18913,0.167297,-0.338859,0.204004,-0.0707026,-0.1292,-0.0242802,-0.207389,-0.300803,0.0177857,-0.0127466,no,hom
YBR019C,GAL10,-0.129379,-0.079891,-0.109509,-0.225193,0.0210675,-0.0661727,0.0643637,-0.0978511,0.180508,0.0106035,-0.0586161,no,hom
YBR020W,GAL1,-0.026894,-0.15016,-0.0330251,-0.0270966,-0.0388621,0.0238304,-0.0757952,-0.146392,-0.136162,-0.192841,-0.161544,no,hom
YBR020W,GAL1,-0.0212639,-0.207442,-0.0143593,0.09844,-0.0882041,-0.103461,0.829102,-0.110655,-0.0507826,-0.13796,0.23547,no,hom
YBR021W,FUR4,0.239089,0.237072,-0.0924406,-0.24607,-0.169198,-0.106721,0.528816,0.749565,-0.15848,-0.0218713,0.242316,no,hom
YBR022W,POA1,-0.170848,0.0380948,-0.194673,0.221929,0.224662,-0.108881,0.0380306,0.154126,-0.166828,-0.0360342,-0.330125,no,hom
YBR023C,CHS3,-0.141948,-0.198627,-0.199856,-0.295514,0.0964404,-0.00711372,1.95787,0.0766205,-0.140409,0.398547,0.0778192,no,hom
YBR024W,SCO2,-0.0189429,-0.00609396,-0.114091,-0.141757,0.00885117,-0.0266149,-0.154799,0.00397929,-0.026861,-0.355116,0.0312941,no,hom
YBR025C,OLA1,-0.393233,-0.173992,-0.233621,0.0875149,0.0755168,-0.10533,-0.0447087,-0.393586,-0.336585,0.227831,-0.307102,no,hom
YBR026C,ETR1,-0.47821,-0.170526,-0.0972773,-0.0208096,0.00942247,-0.42243,-0.919462,-0.237814,-0.184601,-0.19001,0.253418,no,hom
YBR027C,YBR027C,-0.0894454,0.368161,-0.0191036,-0.186401,-0.0646651,0.234031,0.926466,0.908987,0.149783,0.0370873,-0.000829534,no,hom
YBR028C,YBR028C,-0.169874,-0.196511,-0.270641,-0.201413,-0.0100966,0.0214747,-0.0962422,-0.0177399,-0.150831,-0.234959,-0.0204211,no,hom
YBR029C,CDS1,0.107814,0.0740848,0.56429,0.207655,0.750192,1.02492,-0.542126,0.719037,-0.264373,0.759223,-1.17582,yes,het
YBR030W,YBR030W,0.0851762,-0.0347828,-0.0790928,-0.0426241,0.0839421,-0.0786876,0.0348369,-0.0392279,-0.211001,-0.109197,0.0324271,no,hom
YBR031W,RPL4A,-0.165488,-0.175378,-0.373342,-0.0706642,-0.0681267,-0.21614,-0.668612,-0.632654,-0.0811462,-0.10317,0.00993419,no,hom
YBR032W,YBR032W,-0.028101,-0.00185093,-0.102579,-0.0186787,-0.0286572,-0.0923427,0.030391,-0.0350656,0.101619,0.058176,-0.00772532,no,hom
YBR033W,EDS1,0.167089,-0.0513407,-0.0433797,-0.0401837,0.0262518,-0.056605,0.00264204,-0.190915,0.0570911,-0.0252263,0.245926,no,hom
YBR034C,HMT1,0.0740747,-0.119647,-0.112317,-0.18605,-0.0960601,-0.147019,-0.19424,-0.38647,0.0260933,0.0464447,-0.212223,no,hom
YBR035C,PDX3,-0.169558,-0.115566,0.132007,0.803479,-0.403169,-0.317833,-0.282063,0.122871,0.0175396,-0.135908,0.83418,no,hom
YBR036C,CSG2,-0.535683,-0.351603,-0.0327268,0.794886,-0.11666,0.325655,-0.085636,-0.548009,-0.269102,-0.0360505,0.0135495,no,hom
YBR037C,SCO1,-0.183528,0.0408272,0.0170403,0.76273,-0.0465774,0.134751,-0.0922578,-0.535725,0.0519904,-0.0500631,-0.402147,no,hom
YBR038W,CHS2,0.128969,-0.140308,-0.211357,0.193032,0.0470286,0.0642771,0.356091,0.372771,0.053781,-0.052467,0.367141,no,het
YBR039W,ATP3,-0.193553,-0.231701,-0.13209,0.177382,0.0426615,-0.175261,-0.142508,-0.739251,-0.168507,-0.209205,-0.176222,no,hom
YBR040W,FIG1,0.106637,-0.237519,-0.20125,-0.0195979,-0.297936,-0.265665,0.262224,-0.0501368,0.14873,0.0221342,-0.181546,no,hom
YBR041W,FAT1,0.507644,-0.543694,-0.0599016,0.0981297,0.175327,-0.194843,-0.95343,-0.441266,0.0262693,-0.0270308,-0.530772,no,hom
YBR042C,CST26,0.231925,-0.104893,-0.0415797,0.0418463,0.0864482,-0.0576558,-0.233826,0.28141,-0.0931423,-0.175383,-0.157739,no,hom
YBR043C,QDR3,0.147393,0.0383822,0.0494037,-0.089334,-0.107044,-0.0200222,0.0359607,0.0356053,0.0559893,-0.0364756,-0.0476655,no,hom
YBR044C,TCM62,-0.17521,-0.265781,-0.347486,-0.00652272,-0.253652,-0.414484,0.606193,-0.44456,-0.0057154,0.226599,0.0401472,no,hom
YBR045C,GIP1,-0.0167088,0.001639,-0.0317264,0.0800249,-0.0797985,-0.101515,0.0223103,-0.1365,0.0674525,-0.00356246,-0.198677,no,hom
YBR046C,ZTA1,-0.211089,-0.124143,-0.156875,-0.12661,-0.155973,0.081322,-0.0880193,0.0267189,-0.0438963,0.0551226,0.0967585,no,hom
YBR047W,FMP23,-0.0146542,-0.0506469,0.0355837,-0.0988943,-0.0579257,0.0167206,-0.0921165,-0.0543112,-0.132382,0.0158741,-0.113455,no,hom
YBR048W,RPS11B,-0.264299,0.139204,-0.279145,-0.298065,0.0678249,-0.185725,-0.686679,-0.367374,0.018052,0.00281428,-0.220462,no,hom
YBR049C,REB1,0.375759,-0.223452,0.0046724,0.0533672,0.176712,-0.0612754,-0.303251,-0.0654799,0.0878482,-0.188239,-0.00949917,yes,het
YBR050C,REG2,0.0797717,-0.0115713,-0.0886107,0.0720577,-0.0732865,-0.0892081,0.0168552,0.0186477,0.073579,-0.0689864,-0.0404525,no,hom
YBR051W,YBR051W,0.00673807,-0.030173,-0.153873,-0.0508002,0.0829526,0.0358204,-0.121295,-0.0488927,0.0134432,0.0933289,-0.0841286,no,hom
YBR052C,RFS1,-0.0945221,-0.0821297,-0.0823855,0.110426,-0.0345946,0.0142921,-0.154075,0.00893577,-0.0818372,-0.0968121,0.196371,no,hom
YBR053C,YBR053C,-0.209535,0.0488768,-0.138927,-0.232107,-0.227766,0.0833881,-0.150337,0.0435538,0.116812,0.196351,-0.0734675,no,hom
YBR054W,YRO2,-0.0669405,-0.071834,-0.0905079,0.0915231,-0.152256,0.0484669,-0.0512485,0.0680134,-0.00936021,-0.0978259,0.0439812,no,hom
YBR055C,PRP6,-0.0525101,-0.0144932,-0.0459803,-0.048899,0.0678204,0.131338,-0.058519,-0.0266226,0.0218848,-0.015467,0.119554,yes,het
YBR056W,YBR056W,0.0612864,-0.12594,-0.222229,-0.087769,-0.1846,-0.203448,0.73871,0.0672848,-0.0201841,-0.0930305,0.246568,no,hom
YBR056W-A,YBR056W-A,-0.211047,0.0295707,-0.117201,-0.121485,-0.120585,-0.0475516,-0.162854,-0.0760689,0.00102337,0.00660224,0.0228921,no,hom
YBR057C,MUM2,-0.47115,0.0943485,-0.0868407,-0.116416,-0.171886,0.14081,-0.22263,0.0738377,-0.0618606,0.0406705,-0.110787,no,hom
YBR058C,UBP14,-0.185455,-0.0902272,-0.104052,0.102568,-0.0568647,0.0263413,-0.221888,-0.359476,-0.0113724,0.00807093,-0.0465431,no,hom
YBR058C-A,TSC3,3.80883,-0.185916,2.39913,-0.150708,0.425142,-0.0628984,0.579978,2.02294,0.04468,-0.00635784,-0.016855,no,hom
YBR059C,AKL1,-0.0255371,0.216511,-0.163764,0.473137,0.203094,0.172636,0.0111358,0.160065,-0.0803457,-0.202876,-0.113646,no,hom
YBR060C,ORC2,-0.114256,-0.0892924,-0.182925,-0.193813,0.133795,-0.171174,0.218496,0.100901,0.294929,-0.0188279,0.0611177,yes,het
YBR061C,TRM7,-0.154256,0.11872,0.030558,0.0759677,0.0883839,-0.0272044,0.43011,0.427028,0.105469,-0.140514,0.0642734,no,hom
YBR062C,YBR062C,-0.0904247,0.0143726,-0.150388,0.0398354,0.0698712,-0.0795822,-0.140227,-0.0477705,-0.103426,0.21644,-0.122258,no,hom
YBR062C,YBR062C,-0.109967,0.0222344,0.068533,0.00246047,0.00447664,0.0739042,-0.0384192,0.146972,0.149031,-0.0197943,0.00679386,no,hom
YBR063C,YBR063C,-0.0813822,-0.0595113,-0.121967,0.0377062,-0.0837529,-0.015937,0.0290143,0.0529796,-0.072194,-0.179152,-0.0418068,no,hom
YBR064W,YBR064W,-0.0298585,-0.0189378,-0.0714921,-0.101026,-0.0862673,0.0600846,-0.0434711,0.0329875,0.0830889,-0.0974291,-0.243117,no,hom
YBR065C,ECM2,0.0322057,0.0453753,-0.104186,0.0614896,-0.142749,0.00101581,-0.189796,0.0522706,0.0287707,-0.0877776,-0.106678,no,hom
YBR066C,NRG2,0.0488459,-0.00250859,-0.0897208,0.121615,-0.00416014,-0.0724392,-0.0239125,-0.0611186,0.04183,-0.0175031,0.10313,no,hom
YBR067C,TIP1,-0.131774,-0.229114,-0.0428788,0.0726501,0.120656,0.090213,-0.125176,-0.011894,0.3201,0.049197,0.125033,no,hom
YBR068C,BAP2,0.10053,0.0440899,0.929731,0.00408032,1.21141,0.0200711,-0.00629503,0.148618,0.0121404,-0.133092,-0.186533,no,hom
YBR069C,TAT1,0.314269,0.61511,1.27895,1.564,0.333088,2.06889,0.70769,0.0655198,1.7707,1.50006,0.18597,no,hom
YBR070C,ALG14,-0.0620628,0.305743,0.0255677,-0.0566095,-0.093124,0.208128,0.270119,-0.0105809,-0.0896592,-0.0390055,0.0416697,yes,het
YBR071W,YBR071W,-0.0451195,0.147265,-0.0573706,-0.0205673,0.0927033,0.0855106,0.145166,0.203562,0.0904802,-0.0334219,-0.0932764,no,hom
YBR072C-A,YBR072C-A,0.130559,0.138927,0.0369357,-0.181214,-0.206232,0.0329141,-0.172693,-0.0121396,0.00809307,0.135411,-0.00494509,no,hom
YBR072W,HSP26,-0.074964,-0.0313914,-0.111184,0.149711,0.0137429,-0.0307979,-0.0633914,0.0764092,0.00215955,-0.223112,0.241678,no,hom
YBR073W,RDH54,-0.31967,-0.126995,-0.139717,-0.162037,-0.0241953,0.137574,-0.104356,-0.245121,-0.0242993,-0.257251,-0.0497802,no,hom
YBR074W,YBR074W,-0.0425323,0.0383456,-0.077484,0.0295846,0.0326253,0.0435658,0.140513,0.207987,0.250167,0.112303,0.0124167,no,hom
YBR074W,YBR074W,,,,,,,,,,,,no,hom
YBR075W,YBR075W,-0.0610914,0.084088,-0.084088,0.0526601,0.0409576,-0.139132,0.0224681,0.0288765,0.0187829,0.0201004,-0.0126615,no,hom
YBR075W,YBR075W,-0.0312772,0.00537327,-0.0210115,0.113564,0.0651525,-0.0288544,-0.054713,-0.00453488,-0.00901139,-0.114697,0.0623818,no,hom
YBR076W,ECM8,-0.255456,-0.0753687,0.0516156,-0.108023,-0.114932,0.0707041,-0.0825912,-0.104394,0.344165,0.019817,0.0194937,no,hom
YBR077C,SLM4,-0.186044,-0.00404508,0.153791,-0.0679771,0.0185094,0.192314,1.09577,0.0455715,0.146674,0.250286,0.183918,no,hom
YBR078W,ECM33,0.00351516,-0.298803,0.147972,0.245086,0.00928295,0.335658,-0.202478,0.409711,0.428348,0.190876,0.481333,no,hom
YBR079C,RPG1,-0.150404,0.238884,-0.205144,0.0054773,-0.037769,-0.092319,0.065478,-0.0104441,-0.039407,-0.0913618,0.507109,yes,het
YBR080C,SEC18,-0.00514479,0.0231609,0.0592676,0.304647,0.200779,0.0847461,0.412757,0.0341573,-0.0767427,0.00810878,0.333672,yes,het
YBR081C,SPT7,-0.500088,0.282311,0.32826,0.459412,0.491245,-0.0816732,-0.0986077,0.484121,0.21557,0.228855,-0.41655,no,hom
YBR082C,UBC4,-0.341066,-0.161514,-0.217405,-0.10152,-0.132982,-0.0802593,-0.423134,-0.464473,0.0440862,-0.257737,-0.105743,no,hom
YBR083W,TEC1,-0.0918527,0.0130218,0.0682613,-0.0383623,0.0582865,0.065726,-0.00976688,-0.0872751,0.0365544,0.00113627,-0.136441,no,hom
YBR084C-A,RPL19A,-0.504045,0.0435113,-0.40427,-0.422168,-0.324356,-0.186131,-0.874797,-0.769007,-0.0963139,-0.0815721,-0.320124,no,hom
YBR084W,MIS1,0.017019,-0.0151669,0.0960366,-0.0094642,0.133316,0.0690653,-0.157837,0.0303092,0.00990706,0.00320166,-0.0413838,no,hom
YBR085C-A,YBR085C-A,0.0291248,-0.031897,0.0221318,-0.0124955,0.135859,0.0597039,-0.143803,-0.0138126,0.091694,0.0642715,-0.072821,no,hom
